customer_id,age,gender,city,customer_segment,campaign_id,campaign_channel,campaign_date,campaign_cost,impressions,clicks,conversions,revenue_generated,previous_purchases,days_since_last_purchase,click_through_rate,conversion_rate
CUST-02584,37,Non-binary,Chicago,At Risk,CMP-009,Social Media,2025-08-08,38.24,9076,191,5,519.52,1,78,0.02104451300132217,0.02617801047120419
CUST-04059,71,Male,Denver,New,CMP-011,Affiliate,2025-10-10,23.88,9035,271,17,2205.36,0,103,0.02999446596568899,0.06273062730627306
CUST-01227,41,Male,New York,Growing,CMP-011,Affiliate,2025-10-10,24.53,9121,364,36,5040.77,2,35,0.039907904834996163,0.0989010989010989
CUST-01584,41,Male,Atlanta,Loyal,CMP-010,Display,2025-09-16,28.3,8904,217,15,1603.13,4,161,0.02437106918238994,0.06912442396313365
CUST-03080,43,Female,Atlanta,At Risk,CMP-010,Display,2025-09-16,35.34,9043,107,5,470.96,0,216,0.011832356518854363,0.04672897196261682
CUST-00513,45,Female,Seattle,Loyal,CMP-006,SMS,2025-05-12,13.68,8937,982,166,19965.38,8,130,0.10988027302226698,0.1690427698574338
CUST-04854,30,Female,Seattle,Growing,CMP-005,Affiliate,2025-04-18,17.87,9001,354,30,4346.3,1,107,0.03932896344850572,0.0847457627118644
CUST-03906,34,Female,Atlanta,At Risk,CMP-007,Email,2025-06-06,27.94,8934,333,27,2627.54,0,194,0.03727333781061115,0.08108108108108109
CUST-02397,46,Non-binary,Los Angeles,New,CMP-009,Social Media,2025-08-08,37.57,8990,199,19,1761.08,0,166,0.0221357063403782,0.09547738693467336
CUST-03031,50,Male,Los Angeles,At Risk,CMP-007,Email,2025-06-06,20.63,9004,312,25,2251.47,3,17,0.0346512661039538,0.08012820512820513
CUST-02674,43,Female,New York,Loyal,CMP-003,Social Media,2025-03-05,28.87,8938,333,19,3247.15,4,38,0.03725665697023943,0.057057057057057055
CUST-02456,18,Female,Denver,At Risk,CMP-001,Email,2025-01-15,23.31,8963,315,39,4321.04,4,117,0.03514448287403771,0.12380952380952381
CUST-02649,46,Female,Chicago,New,CMP-001,Email,2025-01-15,22.41,8975,407,40,4530.85,0,191,0.04534818941504178,0.09828009828009827
CUST-01214,46,Male,Chicago,New,CMP-006,SMS,2025-05-12,13.78,8996,591,59,4614.77,0,157,0.0656958648288128,0.09983079526226735
CUST-01444,37,Female,New York,Loyal,CMP-010,Display,2025-09-16,26.48,8856,211,14,1300.34,8,104,0.023825654923215898,0.06635071090047394
CUST-00723,32,Male,Seattle,Growing,CMP-010,Display,2025-09-16,38.02,9029,149,10,1645.67,2,6,0.016502381216081514,0.06711409395973154
CUST-03117,54,Female,Atlanta,Growing,CMP-010,Display,2025-09-16,28.37,9013,182,8,683.01,2,87,0.02019305447686675,0.04395604395604396
CUST-03489,35,Male,Houston,At Risk,CMP-009,Social Media,2025-08-08,28.4,8914,202,13,802.47,0,61,0.02266098272380525,0.06435643564356436
CUST-01008,55,Male,Chicago,Growing,CMP-001,Email,2025-01-15,19.36,9141,478,52,5748.43,5,70,0.052291871786456626,0.1087866108786611
CUST-02816,27,Male,Chicago,New,CMP-011,Affiliate,2025-10-10,27.09,8947,269,23,2092.16,0,143,0.03006594389180731,0.08550185873605948
CUST-02885,38,Male,Atlanta,Growing,CMP-012,SMS,2025-11-05,15.93,8989,698,99,7697.17,1,139,0.07765046167538102,0.14183381088825214
CUST-00495,64,Female,New York,New,CMP-011,Affiliate,2025-10-10,25.1,8964,246,18,1855.51,0,177,0.02744310575635877,0.07317073170731707
CUST-04603,75,Female,New York,New,CMP-006,SMS,2025-05-12,10.88,9060,562,48,3435.2,0,289,0.062030905077262694,0.08540925266903915
CUST-03602,35,Female,Los Angeles,New,CMP-003,Social Media,2025-03-05,26.01,9123,229,15,1665.35,0,101,0.025101392085936643,0.06550218340611354
CUST-01433,38,Male,Denver,Loyal,CMP-011,Affiliate,2025-10-10,21.17,8974,459,55,9786.76,7,192,0.05114776019612213,0.11982570806100218
CUST-04832,52,Male,New York,Loyal,CMP-003,Social Media,2025-03-05,37.0,8925,361,32,6433.41,8,112,0.040448179271708684,0.0886426592797784
CUST-01155,29,Female,Denver,Growing,CMP-010,Display,2025-09-16,25.42,8927,167,9,1236.61,3,153,0.018707292483477092,0.05389221556886228
CUST-00095,32,Female,Denver,Growing,CMP-012,SMS,2025-11-05,17.81,8966,716,93,13299.95,1,112,0.07985723845639081,0.12988826815642457
CUST-04498,29,Male,Chicago,Loyal,CMP-011,Affiliate,2025-10-10,26.11,9026,429,49,5071.75,4,134,0.04752935962774208,0.11421911421911422
CUST-04811,59,Male,Denver,Loyal,CMP-007,Email,2025-06-06,26.47,8878,615,90,11539.03,8,191,0.06927235863933319,0.14634146341463414
CUST-00132,37,Male,Atlanta,At Risk,CMP-011,Affiliate,2025-10-10,29.79,9034,213,14,1146.41,1,84,0.023577595749391188,0.06572769953051644
CUST-01871,36,Male,Houston,Growing,CMP-010,Display,2025-09-16,33.49,8726,189,10,1491.67,1,27,0.021659408663763466,0.05291005291005291
CUST-02758,41,Female,Seattle,Loyal,CMP-012,SMS,2025-11-05,13.72,8946,903,124,19525.65,4,125,0.10093896713615023,0.13732004429678848
CUST-01445,34,Male,New York,Growing,CMP-005,Affiliate,2025-04-18,21.85,8965,308,27,3128.61,3,67,0.0343558282208589,0.08766233766233766
CUST-01261,38,Female,Denver,Growing,CMP-008,Paid Search,2025-07-14,32.22,8962,367,26,3668.94,2,193,0.04095068065164026,0.07084468664850137
CUST-00874,44,Female,Atlanta,At Risk,CMP-010,Display,2025-09-16,33.61,8937,123,4,185.27,1,130,0.013763007720711649,0.032520325203252036
CUST-04998,18,Male,Houston,Growing,CMP-003,Social Media,2025-03-05,27.47,9084,290,24,2252.07,2,201,0.03192426243945398,0.08275862068965517
CUST-00746,30,Female,Chicago,Growing,CMP-003,Social Media,2025-03-05,31.74,8980,246,11,1420.44,1,202,0.027394209354120267,0.044715447154471545
CUST-03130,44,Male,New York,New,CMP-005,Affiliate,2025-04-18,27.48,8950,267,19,1943.81,0,110,0.02983240223463687,0.07116104868913857
CUST-03757,34,Female,Atlanta,Growing,CMP-005,Affiliate,2025-04-18,24.99,8982,328,24,3306.72,4,55,0.036517479403250945,0.07317073170731707
CUST-04963,41,Female,New York,Growing,CMP-010,Display,2025-09-16,37.39,8955,172,13,1712.02,0,154,0.0192071468453378,0.0755813953488372
CUST-04793,24,Male,Houston,Loyal,CMP-012,SMS,2025-11-05,16.42,8839,947,184,32074.49,14,199,0.1071388166082136,0.19429778247096094
CUST-00681,25,Male,New York,Growing,CMP-002,Paid Search,2025-02-10,25.0,8921,384,40,4272.04,2,126,0.04304450173747338,0.10416666666666667
CUST-03740,31,Female,Denver,New,CMP-004,Display,2025-03-28,22.36,9154,151,9,1202.46,0,260,0.016495521083679267,0.059602649006622516
CUST-03910,38,Male,Houston,At Risk,CMP-012,SMS,2025-11-05,17.03,9032,494,48,3055.26,1,5,0.054694419840566874,0.09716599190283401
CUST-01994,37,Female,Seattle,Growing,CMP-008,Paid Search,2025-07-14,31.86,9002,390,42,4908.72,1,194,0.04332370584314597,0.1076923076923077
CUST-02172,30,Female,Atlanta,At Risk,CMP-003,Social Media,2025-03-05,35.17,9053,200,13,1112.91,0,146,0.022092124157737765,0.065
CUST-01585,50,Female,New York,New,CMP-008,Paid Search,2025-07-14,26.27,8987,306,27,3154.31,0,236,0.03404918215199733,0.08823529411764706
CUST-00609,33,Female,Los Angeles,Growing,CMP-011,Affiliate,2025-10-10,23.71,8897,313,18,1736.96,2,29,0.03518039788692818,0.05750798722044728
CUST-01375,30,Male,Atlanta,Growing,CMP-005,Affiliate,2025-04-18,17.22,9005,364,43,5221.81,0,168,0.04042198778456413,0.11813186813186813
CUST-02009,25,Male,Seattle,Loyal,CMP-006,SMS,2025-05-12,10.44,9003,906,141,28011.9,7,34,0.10063312229256914,0.15562913907284767
CUST-03336,42,Male,Chicago,New,CMP-008,Paid Search,2025-07-14,25.64,9070,357,35,3547.6,0,271,0.03936052921719956,0.09803921568627451
CUST-02498,42,Male,Atlanta,At Risk,CMP-011,Affiliate,2025-10-10,24.05,8961,235,15,1324.29,4,94,0.026224751701818993,0.06382978723404255
CUST-01386,56,Female,Houston,Growing,CMP-007,Email,2025-06-06,27.05,8874,511,44,4956.14,3,5,0.05758395312147847,0.08610567514677103
CUST-01908,33,Female,Atlanta,Growing,CMP-012,SMS,2025-11-05,17.68,9073,738,90,11156.94,0,179,0.08134024027333847,0.12195121951219512
CUST-03750,41,Non-binary,Atlanta,Growing,CMP-010,Display,2025-09-16,29.94,8931,185,8,984.33,1,193,0.02071436569253163,0.043243243243243246
CUST-02703,60,Female,Atlanta,New,CMP-006,SMS,2025-05-12,10.15,8968,567,69,7684.53,0,166,0.06322479928635147,0.12169312169312169
CUST-04959,41,Female,Seattle,Growing,CMP-006,SMS,2025-05-12,11.43,8992,701,91,7976.64,1,185,0.07795818505338079,0.12981455064194009
CUST-01415,36,Female,Atlanta,New,CMP-009,Social Media,2025-08-08,44.19,8963,225,14,1374.33,0,235,0.02510320205288408,0.06222222222222222
CUST-04811,37,Male,Houston,Growing,CMP-001,Email,2025-01-15,21.69,8933,489,65,8320.73,4,216,0.054740848539124594,0.1329243353783231
CUST-00960,55,Male,Denver,Loyal,CMP-003,Social Media,2025-03-05,39.96,9152,343,28,5307.14,9,40,0.037478146853146856,0.08163265306122448
CUST-04527,51,Male,Atlanta,Growing,CMP-003,Social Media,2025-03-05,25.4,9074,303,23,3301.96,4,117,0.03339210932334141,0.07590759075907591
CUST-01134,18,Female,Denver,New,CMP-010,Display,2025-09-16,26.23,9071,151,7,945.64,0,158,0.016646455738066366,0.046357615894039736
CUST-03722,45,Female,New York,New,CMP-010,Display,2025-09-16,36.92,8978,130,10,1020.34,0,274,0.014479839607930497,0.07692307692307693
CUST-03582,34,Male,Houston,New,CMP-010,Display,2025-09-16,27.73,8803,150,5,350.59,0,189,0.017039645575372034,0.03333333333333333
CUST-03717,43,Female,Seattle,New,CMP-002,Paid Search,2025-02-10,31.17,8811,308,29,2891.04,0,305,0.03495630461922597,0.09415584415584416
CUST-01849,39,Female,Denver,Growing,CMP-004,Display,2025-03-28,22.69,9085,189,10,762.72,3,48,0.020803522289488167,0.05291005291005291
CUST-04921,43,Female,Chicago,New,CMP-004,Display,2025-03-28,30.81,9156,131,7,436.06,0,122,0.014307557885539536,0.05343511450381679
CUST-02030,31,Male,Seattle,At Risk,CMP-001,Email,2025-01-15,14.82,9019,329,26,1875.43,0,107,0.036478545293269764,0.0790273556231003
CUST-02266,18,Male,Atlanta,New,CMP-004,Display,2025-03-28,26.1,9123,165,6,642.67,0,112,0.01808615586977968,0.03636363636363636
CUST-01742,18,Male,Los Angeles,New,CMP-006,SMS,2025-05-12,9.69,9213,601,63,4766.3,0,156,0.06523390860740258,0.1048252911813644
CUST-03762,19,Male,Seattle,At Risk,CMP-011,Affiliate,2025-10-10,20.73,8897,224,12,1341.36,2,111,0.025177025963808025,0.05357142857142857
CUST-00447,58,Female,New York,New,CMP-003,Social Media,2025-03-05,42.04,8986,211,12,1281.69,0,244,0.023480970398397506,0.05687203791469194
CUST-01954,56,Female,Denver,Growing,CMP-011,Affiliate,2025-10-10,25.38,8947,323,30,4810.45,2,56,0.03610148653179837,0.09287925696594428
CUST-04784,55,Female,Los Angeles,At Risk,CMP-010,Display,2025-09-16,33.51,8875,100,5,600.12,2,93,0.011267605633802818,0.05
CUST-03562,18,Male,Chicago,At Risk,CMP-002,Paid Search,2025-02-10,29.57,9022,240,18,1887.27,1,61,0.02660164043449346,0.075
CUST-01591,50,Non-binary,Denver,Loyal,CMP-004,Display,2025-03-28,23.67,8992,234,14,1975.58,9,141,0.026023131672597864,0.05982905982905983
CUST-01177,47,Male,Chicago,New,CMP-006,SMS,2025-05-12,14.36,9105,567,62,4722.82,0,129,0.06227347611202636,0.10934744268077601
CUST-03699,23,Female,Atlanta,Growing,CMP-012,SMS,2025-11-05,11.49,8851,694,101,9701.88,2,9,0.07840921929725454,0.14553314121037464
CUST-01646,54,Female,Houston,At Risk,CMP-010,Display,2025-09-16,36.74,9015,139,3,263.18,1,162,0.015418746533555185,0.02158273381294964
CUST-02102,43,Male,Houston,At Risk,CMP-012,SMS,2025-11-05,13.53,9018,511,47,3574.36,4,135,0.056664448880017745,0.09197651663405088
CUST-02402,64,Male,Houston,New,CMP-004,Display,2025-03-28,32.86,8897,140,2,153.01,0,192,0.015735641227380016,0.014285714285714285
CUST-04413,57,Male,Atlanta,Growing,CMP-011,Affiliate,2025-10-10,30.06,8928,313,20,2826.15,2,29,0.03505824372759857,0.06389776357827476
CUST-00715,23,Female,Seattle,New,CMP-012,SMS,2025-11-05,12.01,9071,568,48,5459.72,0,165,0.06261713151802448,0.08450704225352113
CUST-02284,39,Female,Denver,New,CMP-008,Paid Search,2025-07-14,27.31,8975,325,34,2695.14,0,122,0.036211699164345405,0.10461538461538461
CUST-04109,42,Male,Atlanta,Loyal,CMP-002,Paid Search,2025-02-10,24.52,8946,494,71,9809.92,5,75,0.05522021014978761,0.1437246963562753
CUST-04496,38,Male,Denver,New,CMP-004,Display,2025-03-28,30.09,9183,143,7,461.78,0,211,0.015572253076336709,0.04895104895104895
CUST-03568,58,Female,Los Angeles,Growing,CMP-002,Paid Search,2025-02-10,26.25,9081,383,42,5305.9,5,199,0.04217597180927211,0.10966057441253264
CUST-02229,26,Female,Atlanta,New,CMP-010,Display,2025-09-16,26.57,8960,128,5,452.32,0,227,0.014285714285714285,0.0390625
CUST-01729,42,Female,Houston,Growing,CMP-004,Display,2025-03-28,25.94,9076,152,4,610.77,3,70,0.016747465843984136,0.02631578947368421
CUST-01263,25,Male,Houston,New,CMP-009,Social Media,2025-08-08,43.87,9115,234,8,807.91,0,329,0.025671969281404278,0.03418803418803419
CUST-04443,42,Male,Los Angeles,Growing,CMP-004,Display,2025-03-28,31.9,9030,167,8,809.92,4,41,0.01849390919158361,0.04790419161676647
CUST-00757,39,Female,Atlanta,New,CMP-012,SMS,2025-11-05,14.42,8965,603,64,6504.68,0,196,0.06726157278304518,0.10613598673300166
CUST-01085,53,Male,Atlanta,At Risk,CMP-010,Display,2025-09-16,33.13,9041,98,2,157.46,4,180,0.010839508903882314,0.02040816326530612
CUST-02415,65,Female,Houston,New,CMP-005,Affiliate,2025-04-18,25.87,8974,265,18,1489.71,0,112,0.029529752618676176,0.06792452830188679
CUST-02019,26,Female,Denver,Growing,CMP-006,SMS,2025-05-12,15.31,9097,709,95,11300.47,2,8,0.0779377816862702,0.13399153737658676
CUST-02750,53,Male,Seattle,New,CMP-001,Email,2025-01-15,24.17,8927,394,37,2553.78,0,338,0.044135767895149544,0.09390862944162437
CUST-00152,55,Female,New York,New,CMP-002,Paid Search,2025-02-10,22.66,9096,351,27,2817.25,0,200,0.038588390501319264,0.07692307692307693
CUST-03945,18,Female,Seattle,New,CMP-012,SMS,2025-11-05,11.13,8995,587,74,7857.32,0,212,0.06525847693162869,0.1260647359454855
CUST-00676,45,Male,Atlanta,New,CMP-010,Display,2025-09-16,34.13,8898,136,4,505.93,0,357,0.015284333558102945,0.029411764705882353
CUST-03356,60,Male,Denver,New,CMP-011,Affiliate,2025-10-10,23.69,9130,294,20,2094.76,0,153,0.032201533406352685,0.06802721088435375
CUST-03717,31,Female,Houston,Growing,CMP-008,Paid Search,2025-07-14,27.19,8835,377,48,4507.46,1,128,0.04267119411431805,0.1273209549071618
CUST-02138,42,Male,Atlanta,Loyal,CMP-003,Social Media,2025-03-05,36.01,9115,358,31,1306.58,5,27,0.03927591881513988,0.08659217877094973
CUST-00582,28,Male,Atlanta,New,CMP-002,Paid Search,2025-02-10,26.47,8968,332,35,2598.83,0,344,0.037020517395182875,0.10542168674698796
CUST-04875,37,Non-binary,Denver,Growing,CMP-009,Social Media,2025-08-08,28.57,9041,293,14,1856.32,1,32,0.03240791947793386,0.04778156996587031
CUST-01893,50,Male,Houston,Growing,CMP-004,Display,2025-03-28,30.08,8911,154,7,1113.51,1,59,0.01728201099764336,0.045454545454545456
CUST-04118,19,Female,Atlanta,New,CMP-001,Email,2025-01-15,21.0,9041,409,43,4439.19,0,343,0.045238358588651696,0.10513447432762836
CUST-01966,48,Male,Denver,Growing,CMP-001,Email,2025-01-15,24.07,8853,491,60,5943.72,0,145,0.05546142550547837,0.12219959266802444
CUST-04099,37,Female,Chicago,New,CMP-007,Email,2025-06-06,26.71,9007,407,52,5551.35,0,320,0.045187076718108135,0.12776412776412777
CUST-01125,40,Male,Houston,New,CMP-011,Affiliate,2025-10-10,28.62,8974,274,24,1027.29,0,175,0.030532649877423667,0.08759124087591241
CUST-00020,42,Male,Atlanta,Growing,CMP-005,Affiliate,2025-04-18,17.48,8900,308,36,4482.28,3,106,0.03460674157303371,0.11688311688311688
CUST-00548,53,Male,Seattle,At Risk,CMP-012,SMS,2025-11-05,11.18,8936,462,34,3287.8,3,148,0.05170098478066249,0.0735930735930736
CUST-00991,63,Male,Atlanta,At Risk,CMP-005,Affiliate,2025-04-18,18.34,9043,240,19,1306.68,3,217,0.02653986508901913,0.07916666666666666
CUST-02083,48,Male,Denver,At Risk,CMP-009,Social Media,2025-08-08,28.59,9024,212,7,731.35,1,49,0.02349290780141844,0.0330188679245283
CUST-02064,51,Male,Atlanta,Growing,CMP-003,Social Media,2025-03-05,41.27,8983,276,19,3138.14,0,21,0.03072470221529556,0.06884057971014493
CUST-02691,62,Female,Atlanta,New,CMP-008,Paid Search,2025-07-14,38.7,9066,323,30,3448.11,0,118,0.03562761967791749,0.09287925696594428
CUST-03905,34,Female,Denver,New,CMP-004,Display,2025-03-28,34.11,9164,150,4,441.58,0,117,0.016368398079441293,0.02666666666666667
CUST-01414,47,Female,New York,New,CMP-010,Display,2025-09-16,31.74,9106,158,4,140.0,0,103,0.017351197012958487,0.02531645569620253
CUST-04859,49,Female,Atlanta,New,CMP-006,SMS,2025-05-12,14.66,8978,559,70,7608.61,0,136,0.062263310314101136,0.1252236135957066
CUST-02006,47,Female,New York,New,CMP-001,Email,2025-01-15,22.3,9137,416,36,4488.69,0,328,0.04552916712268797,0.08653846153846154
CUST-04781,50,Male,Denver,Growing,CMP-003,Social Media,2025-03-05,34.04,9129,274,19,2284.33,3,84,0.03001424033300471,0.06934306569343066
CUST-01910,78,Male,Los Angeles,New,CMP-005,Affiliate,2025-04-18,21.54,9067,253,22,2664.08,0,254,0.027903385904929967,0.08695652173913043
CUST-02758,18,Male,Atlanta,New,CMP-006,SMS,2025-05-12,12.34,9010,566,72,7547.33,0,219,0.062819089900111,0.127208480565371
CUST-03563,50,Female,Atlanta,Loyal,CMP-004,Display,2025-03-28,32.86,9076,204,12,1931.32,11,71,0.02247686205376818,0.058823529411764705
CUST-00467,31,Male,Atlanta,Growing,CMP-007,Email,2025-06-06,24.59,8988,508,61,8422.57,2,181,0.05651980418335559,0.12007874015748031
CUST-02283,47,Female,Chicago,At Risk,CMP-012,SMS,2025-11-05,11.43,9056,505,47,3814.79,1,17,0.055764134275618375,0.09306930693069307
CUST-03832,34,Male,Seattle,New,CMP-009,Social Media,2025-08-08,35.19,8931,217,14,1162.7,0,348,0.024297391109618184,0.06451612903225806
CUST-03647,34,Female,Houston,Growing,CMP-004,Display,2025-03-28,31.34,9214,185,7,814.97,1,133,0.020078141957890167,0.03783783783783784
CUST-04060,62,Male,Houston,New,CMP-009,Social Media,2025-08-08,42.38,8967,228,12,1115.64,0,226,0.02542656406825025,0.05263157894736842
CUST-02311,54,Male,New York,Growing,CMP-012,SMS,2025-11-05,16.24,9049,712,94,12697.97,1,80,0.0786827273731904,0.13202247191011235
CUST-01148,43,Female,Atlanta,New,CMP-003,Social Media,2025-03-05,30.01,8981,242,13,1039.26,0,120,0.026945774412648924,0.05371900826446281
CUST-02468,18,Male,Los Angeles,New,CMP-003,Social Media,2025-03-05,25.84,9022,231,14,1812.2,0,363,0.025604078918199956,0.06060606060606061
CUST-01451,50,Female,Chicago,Growing,CMP-001,Email,2025-01-15,16.68,8919,469,65,8670.4,4,215,0.052584370445117164,0.13859275053304904
CUST-03282,54,Female,Chicago,New,CMP-011,Affiliate,2025-10-10,21.04,8962,267,16,2085.24,0,242,0.029792457040839097,0.0599250936329588
CUST-04569,28,Non-binary,Chicago,New,CMP-010,Display,2025-09-16,36.66,8679,108,4,381.61,0,287,0.01244382993432423,0.037037037037037035
CUST-01431,62,Female,Chicago,At Risk,CMP-005,Affiliate,2025-04-18,27.09,9084,239,13,757.25,3,148,0.026309995596653455,0.05439330543933055
CUST-04544,37,Male,Atlanta,New,CMP-011,Affiliate,2025-10-10,25.62,9082,261,27,1939.21,0,267,0.02873816340013213,0.10344827586206896
CUST-00726,36,Female,Atlanta,Growing,CMP-008,Paid Search,2025-07-14,30.93,8969,355,34,3564.09,0,171,0.039580778236146724,0.09577464788732394
CUST-03745,40,Male,Chicago,Growing,CMP-012,SMS,2025-11-05,16.7,9120,697,91,8439.63,2,30,0.07642543859649123,0.13055954088952654
CUST-04333,66,Female,Chicago,New,CMP-012,SMS,2025-11-05,17.78,9075,622,63,4014.52,0,241,0.06853994490358127,0.10128617363344052
CUST-03460,21,Male,Denver,Growing,CMP-012,SMS,2025-11-05,14.1,8997,717,97,12551.12,1,187,0.07969323107702568,0.13528591352859135
CUST-02835,35,Female,Seattle,New,CMP-005,Affiliate,2025-04-18,19.75,9057,259,18,1973.02,0,234,0.028596665562548307,0.0694980694980695
CUST-04832,52,Female,Los Angeles,Loyal,CMP-008,Paid Search,2025-07-14,26.8,9146,490,56,8444.72,8,154,0.053575333479116555,0.11428571428571428
CUST-01593,49,Male,Seattle,New,CMP-003,Social Media,2025-03-05,27.76,9066,223,12,1623.08,0,114,0.024597396867416722,0.053811659192825115
CUST-02894,25,Female,Atlanta,New,CMP-011,Affiliate,2025-10-10,28.32,8955,307,24,2419.42,0,113,0.03428252372975991,0.0781758957654723
CUST-04437,30,Female,Atlanta,New,CMP-004,Display,2025-03-28,36.11,8961,132,7,654.81,0,211,0.014730498828255775,0.05303030303030303
CUST-01052,40,Male,Seattle,At Risk,CMP-006,SMS,2025-05-12,14.81,8950,449,50,3948.93,2,121,0.05016759776536313,0.111358574610245
CUST-01929,49,Male,Los Angeles,Loyal,CMP-008,Paid Search,2025-07-14,37.27,9137,485,69,12946.82,6,133,0.05308087993871074,0.1422680412371134
CUST-02907,64,Female,New York,At Risk,CMP-010,Display,2025-09-16,28.14,9053,102,3,172.42,3,139,0.011266983320446261,0.029411764705882353
CUST-04498,42,Female,Houston,Loyal,CMP-009,Social Media,2025-08-08,36.74,8995,344,37,3329.44,7,26,0.03824346859366315,0.10755813953488372
CUST-04443,51,Female,New York,Loyal,CMP-012,SMS,2025-11-05,15.75,9030,897,130,21752.84,7,104,0.09933554817275747,0.14492753623188406
CUST-03106,18,Female,New York,Growing,CMP-009,Social Media,2025-08-08,40.18,9170,287,24,3122.6,0,26,0.031297709923664124,0.08362369337979095
CUST-04952,30,Male,New York,At Risk,CMP-010,Display,2025-09-16,34.93,8898,113,3,290.63,6,25,0.012699483029894359,0.02654867256637168
CUST-02996,38,Female,Chicago,Growing,CMP-007,Email,2025-06-06,26.35,9093,466,58,7142.09,1,125,0.05124821291103046,0.12446351931330472
CUST-04227,29,Female,Atlanta,Growing,CMP-005,Affiliate,2025-04-18,18.85,8927,325,28,4917.56,0,105,0.03640640752772488,0.08615384615384615
CUST-04821,50,Male,Seattle,Loyal,CMP-011,Affiliate,2025-10-10,19.09,9021,438,56,10665.46,11,48,0.04855337545726638,0.1278538812785388
CUST-04003,38,Male,New York,Growing,CMP-005,Affiliate,2025-04-18,21.69,9105,318,36,2025.28,2,114,0.034925864909390446,0.11320754716981132
CUST-03838,18,Male,Seattle,New,CMP-008,Paid Search,2025-07-14,29.42,9112,338,23,1574.19,0,92,0.03709394205443371,0.06804733727810651
CUST-03604,26,Female,Chicago,Growing,CMP-004,Display,2025-03-28,32.34,8946,169,5,344.87,5,166,0.018891124524927343,0.029585798816568046
CUST-01712,37,Female,Atlanta,New,CMP-006,SMS,2025-05-12,15.34,9065,534,58,5994.95,0,159,0.05890788747931605,0.10861423220973783
CUST-01048,20,Male,Seattle,Loyal,CMP-005,Affiliate,2025-04-18,23.2,8933,431,56,9324.62,6,107,0.04824806895779693,0.12993039443155452
CUST-01001,43,Male,Los Angeles,Growing,CMP-004,Display,2025-03-28,22.86,9047,171,10,1741.49,0,16,0.018901293246380017,0.05847953216374269
CUST-02549,41,Female,Chicago,Loyal,CMP-010,Display,2025-09-16,33.12,8951,218,18,2364.4,8,108,0.02435482069042565,0.08256880733944955
CUST-00059,60,Female,Denver,Growing,CMP-010,Display,2025-09-16,34.21,9057,162,5,487.51,3,109,0.017886717456111294,0.030864197530864196
CUST-04538,42,Male,Seattle,Loyal,CMP-009,Social Media,2025-08-08,31.74,8938,361,29,4897.09,9,73,0.04038934884761692,0.08033240997229917
CUST-02019,50,Male,Denver,New,CMP-001,Email,2025-01-15,23.75,9064,422,38,2913.17,0,284,0.04655781112091792,0.09004739336492891
CUST-04561,33,Male,Seattle,At Risk,CMP-003,Social Media,2025-03-05,33.32,9118,177,9,718.49,5,182,0.019412151787672735,0.05084745762711865
CUST-00996,18,Female,Seattle,Growing,CMP-003,Social Media,2025-03-05,41.34,9101,257,18,2718.81,1,184,0.02823865509284694,0.07003891050583658
CUST-04807,34,Female,Denver,New,CMP-009,Social Media,2025-08-08,27.88,9065,209,15,1802.72,0,283,0.023055708769994486,0.07177033492822966
CUST-02142,18,Female,Atlanta,New,CMP-011,Affiliate,2025-10-10,28.46,8803,283,18,2288.07,0,192,0.03214813131886857,0.0636042402826855
CUST-01439,23,Female,Houston,New,CMP-005,Affiliate,2025-04-18,22.93,8845,254,22,1540.87,0,318,0.0287167891464104,0.08661417322834646
CUST-01354,46,Female,Chicago,Growing,CMP-004,Display,2025-03-28,23.38,9086,158,8,1122.4,1,32,0.017389390270746204,0.05063291139240506
CUST-04315,46,Male,Seattle,Loyal,CMP-007,Email,2025-06-06,25.61,9078,585,87,13890.22,7,217,0.06444150693985459,0.14871794871794872
CUST-00222,54,Male,Los Angeles,At Risk,CMP-012,SMS,2025-11-05,14.06,9184,505,40,5308.27,2,22,0.05498693379790941,0.07920792079207921
CUST-00210,40,Female,Chicago,Loyal,CMP-005,Affiliate,2025-04-18,17.37,8960,439,47,8765.44,9,106,0.048995535714285714,0.1070615034168565
CUST-03731,40,Female,Chicago,Growing,CMP-004,Display,2025-03-28,35.15,8997,193,10,1241.31,2,84,0.021451594976103147,0.05181347150259067
CUST-03241,47,Male,Chicago,Growing,CMP-007,Email,2025-06-06,28.41,8995,476,62,9556.85,0,166,0.05291828793774319,0.13025210084033614
CUST-01687,18,Female,Houston,Loyal,CMP-011,Affiliate,2025-10-10,27.94,9062,426,55,9972.98,9,42,0.04700949017876849,0.12910798122065728
CUST-01855,61,Male,Denver,Loyal,CMP-009,Social Media,2025-08-08,27.64,9100,401,46,8651.54,4,122,0.044065934065934065,0.11471321695760599
CUST-03358,19,Male,New York,New,CMP-007,Email,2025-06-06,22.65,8849,424,51,5804.52,0,314,0.04791501864617471,0.12028301886792453
CUST-04769,24,Female,Seattle,At Risk,CMP-009,Social Media,2025-08-08,41.43,8828,200,13,1006.2,0,199,0.022655188038060717,0.065
CUST-04870,41,Female,Los Angeles,Growing,CMP-001,Email,2025-01-15,23.71,8934,525,59,6644.6,3,135,0.05876427132303559,0.11238095238095239
CUST-01117,30,Female,Atlanta,Loyal,CMP-010,Display,2025-09-16,32.04,8965,215,16,2974.62,10,166,0.023982152816508645,0.07441860465116279
