customer_id,recency,frequency,monetary,recency_score,frequency_score,monetary_score,rfm_score,rfm_segment
CUST-01241,1,3,34519.67,4,3,4,11,Champions
CUST-01242,153,2,26665.65,2,2,4,8,Occasional
CUST-01243,202,2,7174.65,1,2,2,5,At Risk
CUST-01244,27,5,40804.68,3,4,4,11,Champions
CUST-01245,1,4,17637.21,4,4,3,11,Champions
CUST-01246,1,2,16447.89,4,2,3,9,Growing
CUST-01247,178,1,7611.79,1,1,2,4,At Risk
CUST-01248,51,4,28666.68,3,4,4,11,Champions
CUST-01251,51,5,36011.39,3,4,4,11,Champions
CUST-01252,90,1,376.14,2,1,1,4,At Risk
CUST-01253,202,2,22325.050000000003,1,2,4,7,Occasional
CUST-01254,269,2,14649.73,1,2,3,6,Occasional
CUST-01255,153,3,18052.38,2,3,3,8,Occasional
CUST-01256,246,1,4859.32,1,1,1,3,At Risk
CUST-01257,115,3,16204.630000000001,2,3,3,8,Occasional
CUST-01258,153,3,23582.25,2,3,4,9,Growing
CUST-01260,51,2,8664.81,3,2,2,7,Occasional
CUST-01261,27,4,36130.3,3,4,4,11,Champions
CUST-01262,27,2,5990.719999999999,3,2,2,7,Occasional
CUST-01263,1,3,11028.85,4,3,3,10,Growing
CUST-01264,90,3,12601.65,2,3,3,8,Occasional
CUST-01265,27,2,5580.92,3,2,2,7,Occasional
CUST-01266,51,2,727.4,3,2,1,6,Occasional
CUST-01267,153,4,39359.63,2,4,4,10,Growing
CUST-01268,115,2,5140.59,2,2,2,6,Occasional
CUST-01269,90,2,6516.43,2,2,2,6,Occasional
CUST-01270,90,1,1353.25,2,1,1,4,At Risk
CUST-01271,90,3,25646.41,2,3,4,9,Growing
CUST-01272,1,3,32362.629999999997,4,3,4,11,Champions
CUST-01273,90,1,1333.04,2,1,1,4,At Risk
CUST-01274,1,4,33277.24,4,4,4,12,Champions
CUST-01275,223,1,4526.31,1,1,1,3,At Risk
CUST-01276,1,2,30962.440000000002,4,2,4,10,Growing
CUST-01277,90,1,5136.39,2,1,2,5,At Risk
CUST-01278,90,1,3124.37,2,1,1,4,At Risk
CUST-01279,178,1,7030.04,1,1,2,4,At Risk
CUST-01280,153,3,10574.82,2,3,3,8,Occasional
CUST-01281,1,3,9595.64,4,3,2,9,Growing
CUST-01282,295,1,4529.45,1,1,1,3,At Risk
CUST-01283,153,4,32093.09,2,4,4,10,Growing
CUST-01284,51,3,11801.089999999998,3,3,3,9,Growing
CUST-01285,1,2,6734.09,4,2,2,8,Occasional
CUST-01286,27,5,22841.719999999998,3,4,4,11,Champions
CUST-01287,1,4,46429.28,4,4,4,12,Champions
CUST-01288,1,3,21887.38,4,3,4,11,Champions
CUST-01289,51,2,2080.14,3,2,1,6,Occasional
CUST-01291,223,1,1123.47,1,1,1,3,At Risk
CUST-01292,51,3,25579.5,3,3,4,10,Growing
CUST-01293,51,2,7698.15,3,2,2,7,Occasional
CUST-01294,1,2,23822.04,4,2,4,10,Growing
CUST-01295,1,3,13470.369999999999,4,3,3,10,Growing
CUST-01296,90,2,6568.42,2,2,2,6,Occasional
CUST-01297,202,1,1347.28,1,1,1,3,At Risk
CUST-01299,153,1,5760.67,2,1,2,5,At Risk
CUST-01300,1,4,45563.1,4,4,4,12,Champions
CUST-01301,178,1,3256.68,1,1,1,3,At Risk
CUST-01302,27,2,3448.07,3,2,1,6,Occasional
CUST-01303,1,2,20150.17,4,2,4,10,Growing
CUST-01304,27,2,4085.52,3,2,1,6,Occasional
CUST-01305,295,1,12428.1,1,1,3,5,At Risk
CUST-01306,1,2,28682.440000000002,4,2,4,10,Growing
CUST-01307,27,2,5882.28,3,2,2,7,Occasional
CUST-01308,1,1,3487.73,4,1,1,6,Occasional
CUST-01309,51,4,10004.349999999999,3,4,2,9,Growing
CUST-01310,115,3,40533.66,2,3,4,9,Growing
CUST-01311,115,1,7285.48,2,1,2,5,At Risk
CUST-01312,1,3,43381.8,4,3,4,11,Champions
CUST-01313,115,3,28921.94,2,3,4,9,Growing
CUST-01314,27,2,8654.1,3,2,2,7,Occasional
CUST-01315,153,3,29051.960000000003,2,3,4,9,Growing
CUST-01316,202,2,6337.46,1,2,2,5,At Risk
CUST-01317,27,3,6129.77,3,3,2,8,Occasional
CUST-01318,1,5,17689.99,4,4,3,11,Champions
CUST-01319,178,2,5969.49,1,2,2,5,At Risk
CUST-01320,51,4,11602.3,3,4,3,10,Growing
CUST-01322,27,4,11755.900000000001,3,4,3,10,Growing
CUST-01323,90,4,21781.79,2,4,4,10,Growing
CUST-01324,295,1,1859.67,1,1,1,3,At Risk
CUST-01325,115,1,3946.15,2,1,1,4,At Risk
CUST-01327,90,1,3746.25,2,1,1,4,At Risk
CUST-01328,90,3,6733.38,2,3,2,7,Occasional
CUST-01329,51,3,17830.6,3,3,3,9,Growing
CUST-01331,90,2,6260.27,2,2,2,6,Occasional
CUST-01333,90,3,21853.350000000002,2,3,4,9,Growing
CUST-01335,90,2,10928.34,2,2,3,7,Occasional
CUST-01336,90,3,9210.3,2,3,2,7,Occasional
CUST-01337,153,3,13788.060000000001,2,3,3,8,Occasional
CUST-01338,153,1,2922.5,2,1,1,4,At Risk
CUST-01339,90,2,4701.05,2,2,1,5,At Risk
CUST-01340,90,5,28495.94,2,4,4,10,Growing
CUST-01341,27,6,11603.51,3,4,3,10,Growing
CUST-01342,1,2,7247.77,4,2,2,8,Occasional
CUST-01343,27,2,15988.47,3,2,3,8,Occasional
CUST-01344,90,1,1253.33,2,1,1,4,At Risk
CUST-01345,115,2,10477.92,2,2,3,7,Occasional
CUST-01346,90,3,39870.25,2,3,4,9,Growing
CUST-01347,27,2,5497.97,3,2,2,7,Occasional
CUST-01348,90,2,6595.629999999999,2,2,2,6,Occasional
CUST-01349,1,4,22816.32,4,4,4,12,Champions
CUST-01350,1,6,34271.47,4,4,4,12,Champions
CUST-01351,90,4,25274.37,2,4,4,10,Growing
CUST-01352,246,1,1356.44,1,1,1,3,At Risk
CUST-01353,178,1,13991.68,1,1,3,5,At Risk
CUST-01354,51,4,5331.3,3,4,2,9,Growing
CUST-01355,202,3,18927.300000000003,1,3,3,7,Occasional
CUST-01356,115,2,6574.49,2,2,2,6,Occasional
CUST-01357,27,2,9574.51,3,2,2,7,Occasional
CUST-01358,178,3,29260.46,1,3,4,8,Occasional
CUST-01360,51,2,549.6899999999999,3,2,1,6,Occasional
CUST-01361,27,5,29244.36,3,4,4,11,Champions
CUST-01362,1,3,19802.34,4,3,4,11,Champions
CUST-01363,1,3,27761.53,4,3,4,11,Champions
CUST-01365,246,1,4740.61,1,1,1,3,At Risk
CUST-01366,1,2,9250.84,4,2,2,8,Occasional
CUST-01367,27,4,23657.8,3,4,4,11,Champions
CUST-01368,51,3,27067.48,3,3,4,10,Growing
CUST-01369,27,2,9354.67,3,2,2,7,Occasional
CUST-01370,90,1,4841.83,2,1,1,4,At Risk
CUST-01371,153,1,2936.76,2,1,1,4,At Risk
CUST-01373,51,3,28073.41,3,3,4,10,Growing
CUST-01374,51,4,25145.85,3,4,4,11,Champions
CUST-01375,1,3,40209.96,4,3,4,11,Champions
CUST-01376,295,1,8415.73,1,1,2,4,At Risk
CUST-01377,27,3,25938.16,3,3,4,10,Growing
CUST-01378,51,2,6730.32,3,2,2,7,Occasional
CUST-01379,90,3,5161.76,2,3,2,7,Occasional
CUST-01380,153,1,4963.83,2,1,2,5,At Risk
CUST-01381,153,2,7426.93,2,2,2,6,Occasional
CUST-01382,51,1,779.88,3,1,1,5,At Risk
CUST-01383,246,1,2142.41,1,1,1,3,At Risk
CUST-01384,295,1,3712.82,1,1,1,3,At Risk
CUST-01385,153,3,11141.800000000001,2,3,3,8,Occasional
CUST-01386,27,2,16012.68,3,2,3,8,Occasional
CUST-01387,27,4,24050.25,3,4,4,11,Champions
CUST-01388,90,2,1508.53,2,2,1,5,At Risk
CUST-01389,90,2,10558.27,2,2,3,7,Occasional
CUST-01391,90,2,2253.38,2,2,1,5,At Risk
CUST-01392,51,3,23209.91,3,3,4,10,Growing
CUST-01393,1,2,13174.289999999999,4,2,3,9,Growing
CUST-01394,27,4,13013.099999999999,3,4,3,10,Growing
CUST-01395,115,1,1403.32,2,1,1,4,At Risk
CUST-01396,1,6,13628.199999999999,4,4,3,11,Champions
CUST-01397,202,2,1597.2800000000002,1,2,1,4,At Risk
CUST-01398,1,2,9381.060000000001,4,2,2,8,Occasional
CUST-01399,51,2,30713.18,3,2,4,9,Growing
CUST-01400,153,3,21812.100000000002,2,3,4,9,Growing
CUST-01401,1,3,5271.02,4,3,2,9,Growing
CUST-01403,1,3,48913.53,4,3,4,11,Champions
CUST-01404,90,2,7281.09,2,2,2,6,Occasional
CUST-01405,153,2,31308.409999999996,2,2,4,8,Occasional
CUST-01406,51,3,3002.12,3,3,1,7,Occasional
CUST-01407,27,2,7889.4400000000005,3,2,2,7,Occasional
CUST-01408,1,4,16158.04,4,4,3,11,Champions
CUST-01409,51,5,23391.36,3,4,4,11,Champions
CUST-01410,27,4,5956.93,3,4,2,9,Growing
CUST-01411,27,1,2014.57,3,1,1,5,At Risk
CUST-01412,51,4,16827.039999999997,3,4,3,10,Growing
CUST-01413,27,3,13323.79,3,3,3,9,Growing
CUST-01414,1,5,30697.589999999997,4,4,4,12,Champions
CUST-01415,90,3,8979.08,2,3,2,7,Occasional
CUST-01416,27,2,16348.63,3,2,3,8,Occasional
CUST-01417,27,4,10373.99,3,4,3,10,Growing
CUST-01418,51,1,1822.67,3,1,1,5,At Risk
CUST-01420,51,3,12981.890000000001,3,3,3,9,Growing
CUST-01421,90,3,13683.14,2,3,3,8,Occasional
CUST-01422,246,1,1638.62,1,1,1,3,At Risk
CUST-01423,51,1,1684.5,3,1,1,5,At Risk
CUST-01424,153,1,3224.39,2,1,1,4,At Risk
CUST-01426,27,1,1628.73,3,1,1,5,At Risk
CUST-01427,51,3,10318.230000000001,3,3,2,8,Occasional
CUST-01428,178,4,49107.04,1,4,4,9,Growing
CUST-01429,115,1,8028.96,2,1,2,5,At Risk
CUST-01431,1,3,14356.84,4,3,3,10,Growing
CUST-01432,90,3,16682.76,2,3,3,8,Occasional
CUST-01433,1,4,46720.39,4,4,4,12,Champions
CUST-01434,51,1,250.65,3,1,1,5,At Risk
CUST-01435,27,6,28258.58,3,4,4,11,Champions
CUST-01436,1,5,36408.57,4,4,4,12,Champions
CUST-01437,115,5,49884.18,2,4,4,10,Growing
CUST-01438,1,3,10161.55,4,3,2,9,Growing
CUST-01439,153,3,21092.05,2,3,4,9,Growing
CUST-01441,178,2,9226.650000000001,1,2,2,5,At Risk
CUST-01442,27,3,20959.3,3,3,4,10,Growing
CUST-01443,27,3,9106.869999999999,3,3,2,8,Occasional
CUST-01444,51,4,19201.33,3,4,4,11,Champions
CUST-01445,202,2,15499.1,1,2,3,6,Occasional
CUST-01446,115,3,18559.4,2,3,3,8,Occasional
CUST-01447,27,3,63445.42,3,3,4,10,Growing
CUST-01448,115,2,16048.19,2,2,3,7,Occasional
CUST-01449,27,2,4311.58,3,2,1,6,Occasional
CUST-01450,51,2,7294.38,3,2,2,7,Occasional
CUST-01451,51,3,17431.37,3,3,3,9,Growing
CUST-01452,246,1,2383.59,1,1,1,3,At Risk
CUST-01454,202,1,2241.23,1,1,1,3,At Risk
CUST-01457,90,2,4815.09,2,2,1,5,At Risk
CUST-01458,51,1,466.68,3,1,1,5,At Risk
CUST-01459,153,2,4745.75,2,2,1,5,At Risk
CUST-01460,223,1,410.01,1,1,1,3,At Risk
CUST-01461,1,3,19943.059999999998,4,3,4,11,Champions
CUST-01462,1,4,63210.57,4,4,4,12,Champions
CUST-01463,51,2,3962.66,3,2,1,6,Occasional
CUST-01464,202,2,3263.89,1,2,1,4,At Risk
CUST-01465,1,1,14848.54,4,1,3,8,Occasional
CUST-01466,1,3,23313.910000000003,4,3,4,11,Champions
CUST-01468,1,4,35122.6,4,4,4,12,Champions
CUST-01469,246,2,11569.470000000001,1,2,3,6,Occasional
CUST-01470,202,1,6838.75,1,1,2,4,At Risk
CUST-01471,1,2,14669.470000000001,4,2,3,9,Growing
CUST-01472,51,1,899.45,3,1,1,5,At Risk
CUST-01473,269,2,21625.18,1,2,4,7,Occasional
CUST-01474,153,1,8535.02,2,1,2,5,At Risk
CUST-01475,153,2,9142.78,2,2,2,6,Occasional
CUST-01476,153,1,7628.94,2,1,2,5,At Risk
CUST-01477,178,1,29015.6,1,1,4,6,Occasional
CUST-01479,1,5,36419.53,4,4,4,12,Champions
CUST-01480,1,3,23557.42,4,3,4,11,Champions
CUST-01482,27,3,7741.95,3,3,2,8,Occasional
CUST-01483,1,2,15676.34,4,2,3,9,Growing
CUST-01484,90,2,3591.52,2,2,1,5,At Risk
CUST-01486,202,1,1637.78,1,1,1,3,At Risk
CUST-01487,115,1,5010.99,2,1,2,5,At Risk
CUST-01488,27,2,8698.34,3,2,2,7,Occasional
CUST-01489,115,3,19600.98,2,3,4,9,Growing
CUST-01490,27,2,6256.46,3,2,2,7,Occasional
CUST-01491,178,2,30324.49,1,2,4,7,Occasional
CUST-01492,90,3,15164.8,2,3,3,8,Occasional
CUST-01493,1,2,11629.560000000001,4,2,3,9,Growing
CUST-01494,27,3,10001.17,3,3,2,8,Occasional
CUST-01495,51,2,3918.27,3,2,1,6,Occasional
CUST-01496,115,3,13857.57,2,3,3,8,Occasional
CUST-01498,115,3,25373.35,2,3,4,9,Growing
CUST-01499,153,1,21523.72,2,1,4,7,Occasional
CUST-01501,90,1,961.73,2,1,1,4,At Risk
CUST-01502,1,2,24827.86,4,2,4,10,Growing
CUST-01503,1,3,22752.670000000002,4,3,4,11,Champions
CUST-01504,115,2,6703.74,2,2,2,6,Occasional
CUST-01505,153,1,3527.75,2,1,1,4,At Risk
CUST-01506,1,2,40592.65,4,2,4,10,Growing
CUST-01507,1,6,85942.35,4,4,4,12,Champions
CUST-01508,178,1,24472.14,1,1,4,6,Occasional
CUST-01509,178,1,36860.36,1,1,4,6,Occasional
CUST-01510,90,2,5005.88,2,2,2,6,Occasional
CUST-01511,1,2,6598.3,4,2,2,8,Occasional
CUST-01512,27,4,10717.279999999999,3,4,3,10,Growing
CUST-01513,1,5,32624.72,4,4,4,12,Champions
CUST-01514,115,3,13650.66,2,3,3,8,Occasional
CUST-01515,246,1,3759.53,1,1,1,3,At Risk
CUST-01516,1,4,23307.08,4,4,4,12,Champions
CUST-01517,27,2,6780.15,3,2,2,7,Occasional
CUST-01518,90,3,27780.059999999998,2,3,4,9,Growing
CUST-01519,115,4,6146.8,2,4,2,8,Occasional
CUST-01521,51,3,25525.42,3,3,4,10,Growing
CUST-01522,115,4,41171.18,2,4,4,10,Growing
CUST-01523,223,2,5177.49,1,2,2,5,At Risk
CUST-01524,51,3,15375.8,3,3,3,9,Growing
CUST-01525,90,4,11921.19,2,4,3,9,Growing
CUST-01526,295,1,4710.95,1,1,1,3,At Risk
CUST-01527,1,3,13032.010000000002,4,3,3,10,Growing
CUST-01528,202,2,5557.4400000000005,1,2,2,5,At Risk
CUST-01529,202,2,4728.639999999999,1,2,1,4,At Risk
CUST-01530,27,2,2140.27,3,2,1,6,Occasional
CUST-01531,1,2,25207.059999999998,4,2,4,10,Growing
CUST-01532,115,2,11620.18,2,2,3,7,Occasional
CUST-01533,153,1,5333.46,2,1,2,5,At Risk
CUST-01534,115,3,10981.68,2,3,3,8,Occasional
CUST-01535,1,2,7856.8099999999995,4,2,2,8,Occasional
CUST-01536,51,3,10280.18,3,3,2,8,Occasional
CUST-01537,90,2,2234.24,2,2,1,5,At Risk
CUST-01538,1,4,29763.010000000002,4,4,4,12,Champions
CUST-01539,90,1,7134.620000000001,2,1,2,5,At Risk
CUST-01540,27,4,6351.1900000000005,3,4,2,9,Growing
CUST-01541,1,3,8379.119999999999,4,3,2,9,Growing
CUST-01542,27,2,5164.15,3,2,2,7,Occasional
CUST-01543,1,3,9907.48,4,3,2,9,Growing
CUST-01544,178,3,11708.66,1,3,3,7,Occasional
CUST-01545,90,4,58271.91,2,4,4,10,Growing
CUST-01547,246,1,2418.71,1,1,1,3,At Risk
CUST-01548,153,1,2328.82,2,1,1,4,At Risk
CUST-01549,153,3,20466.64,2,3,4,9,Growing
CUST-01550,27,3,9182.800000000001,3,3,2,8,Occasional
CUST-01551,1,3,23852.8,4,3,4,11,Champions
CUST-01552,27,3,11186.08,3,3,3,9,Growing
CUST-01553,51,3,4516.74,3,3,1,7,Occasional
CUST-01554,51,3,40295.32,3,3,4,10,Growing
CUST-01555,178,2,27754.57,1,2,4,7,Occasional
CUST-01556,1,4,20691.17,4,4,4,12,Champions
CUST-01557,246,1,3816.92,1,1,1,3,At Risk
CUST-01558,1,2,4073.06,4,2,1,7,Occasional
CUST-01559,115,3,34369.94,2,3,4,9,Growing
CUST-01560,27,3,9920.44,3,3,2,8,Occasional
CUST-01561,223,2,4758.8099999999995,1,2,1,4,At Risk
CUST-01562,115,1,2398.38,2,1,1,4,At Risk
CUST-01563,51,2,5965.349999999999,3,2,2,7,Occasional
CUST-01564,202,1,1389.28,1,1,1,3,At Risk
CUST-01565,295,1,2940.41,1,1,1,3,At Risk
CUST-01566,90,2,3971.1000000000004,2,2,1,5,At Risk
CUST-01569,1,3,15293.79,4,3,3,10,Growing
CUST-01570,115,2,6587.4,2,2,2,6,Occasional
CUST-01571,27,3,4226.32,3,3,1,7,Occasional
CUST-01572,246,1,4284.82,1,1,1,3,At Risk
CUST-01573,1,1,33497.93,4,1,4,9,Growing
CUST-01574,153,3,8732.35,2,3,2,7,Occasional
CUST-01575,115,2,11167.369999999999,2,2,3,7,Occasional
CUST-01576,178,3,43485.119999999995,1,3,4,8,Occasional
CUST-01578,223,1,381.6,1,1,1,3,At Risk
CUST-01579,51,2,2343.44,3,2,1,6,Occasional
CUST-01580,90,3,11265.25,2,3,3,8,Occasional
CUST-01581,153,3,32353.75,2,3,4,9,Growing
CUST-01582,90,2,8309.35,2,2,2,6,Occasional
CUST-01583,153,1,2735.03,2,1,1,4,At Risk
CUST-01584,51,3,5370.530000000001,3,3,2,8,Occasional
CUST-01585,51,2,3598.85,3,2,1,6,Occasional
CUST-01586,1,2,8528.03,4,2,2,8,Occasional
CUST-01587,1,2,9392.24,4,2,2,8,Occasional
CUST-01588,115,4,18544.66,2,4,3,9,Growing
CUST-01589,27,2,19920.4,3,2,4,9,Growing
CUST-01590,115,2,4819.25,2,2,1,5,At Risk
CUST-01591,1,2,15612.85,4,2,3,9,Growing
CUST-01592,223,1,1293.81,1,1,1,3,At Risk
CUST-01593,115,5,33869.98,2,4,4,10,Growing
CUST-01594,27,1,660.37,3,1,1,5,At Risk
CUST-01595,223,2,4253.9400000000005,1,2,1,4,At Risk
CUST-01596,51,3,9401.69,3,3,2,8,Occasional
CUST-01597,27,3,7586.21,3,3,2,8,Occasional
CUST-01598,223,2,3534.23,1,2,1,4,At Risk
CUST-01599,1,3,58710.130000000005,4,3,4,11,Champions
CUST-01600,51,3,16132.94,3,3,3,9,Growing
CUST-01601,153,2,7208.99,2,2,2,6,Occasional
CUST-01602,51,3,12856.27,3,3,3,9,Growing
CUST-01603,90,3,13713.36,2,3,3,8,Occasional
CUST-01604,51,1,998.42,3,1,1,5,At Risk
CUST-01605,115,2,12991.849999999999,2,2,3,7,Occasional
CUST-01606,223,1,1292.98,1,1,1,3,At Risk
CUST-01607,1,5,39226.59,4,4,4,12,Champions
CUST-01608,115,1,3379.69,2,1,1,4,At Risk
CUST-01609,51,2,7179.87,3,2,2,7,Occasional
CUST-01610,153,1,6610.620000000001,2,1,2,5,At Risk
CUST-01611,1,3,18632.66,4,3,3,10,Growing
CUST-01613,202,1,2344.47,1,1,1,3,At Risk
CUST-01615,246,1,1933.71,1,1,1,3,At Risk
CUST-01617,51,4,32733.47,3,4,4,11,Champions
CUST-01618,115,1,3178.89,2,1,1,4,At Risk
CUST-01619,153,1,3804.25,2,1,1,4,At Risk
CUST-01620,202,2,9010.42,1,2,2,5,At Risk
CUST-01621,202,1,3157.75,1,1,1,3,At Risk
CUST-01622,51,2,1486.6399999999999,3,2,1,6,Occasional
CUST-01623,27,4,16325.84,3,4,3,10,Growing
CUST-01624,115,1,3026.34,2,1,1,4,At Risk
CUST-01625,178,2,16537.3,1,2,3,6,Occasional
CUST-01626,1,2,8974.62,4,2,2,8,Occasional
CUST-01627,202,1,1089.09,1,1,1,3,At Risk
CUST-01628,90,1,3071.27,2,1,1,4,At Risk
CUST-01629,1,2,6652.34,4,2,2,8,Occasional
CUST-01630,1,3,10968.54,4,3,3,10,Growing
CUST-01631,27,3,7182.41,3,3,2,8,Occasional
CUST-01632,27,3,6685.3099999999995,3,3,2,8,Occasional
CUST-01633,223,1,696.38,1,1,1,3,At Risk
CUST-01634,153,1,20911.31,2,1,4,7,Occasional
CUST-01635,27,2,7162.46,3,2,2,7,Occasional
CUST-01636,51,3,26383.989999999998,3,3,4,10,Growing
CUST-01637,1,3,82304.26,4,3,4,11,Champions
CUST-01638,90,5,24877.44,2,4,4,10,Growing
CUST-01639,51,2,8589.93,3,2,2,7,Occasional
CUST-01640,115,1,2427.81,2,1,1,4,At Risk
CUST-01641,269,1,9136.7,1,1,2,4,At Risk
CUST-01642,90,3,12310.57,2,3,3,8,Occasional
CUST-01643,153,3,15963.52,2,3,3,8,Occasional
CUST-01644,246,1,6436.47,1,1,2,4,At Risk
CUST-01645,27,1,3396.38,3,1,1,5,At Risk
CUST-01646,51,2,6460.55,3,2,2,7,Occasional
CUST-01647,246,2,10899.64,1,2,3,6,Occasional
CUST-01648,90,3,13058.79,2,3,3,8,Occasional
CUST-01649,27,1,2103.93,3,1,1,5,At Risk
CUST-01650,223,2,3488.1899999999996,1,2,1,4,At Risk
CUST-01651,269,1,4533.01,1,1,1,3,At Risk
CUST-01652,51,4,20052.39,3,4,4,11,Champions
CUST-01653,153,2,9741.69,2,2,2,6,Occasional
CUST-01654,90,2,8893.86,2,2,2,6,Occasional
CUST-01655,202,1,4629.88,1,1,1,3,At Risk
CUST-01656,27,4,9207.94,3,4,2,9,Growing
CUST-01657,178,2,25170.149999999998,1,2,4,7,Occasional
CUST-01658,1,4,16006.0,4,4,3,11,Champions
CUST-01660,1,4,36285.97,4,4,4,12,Champions
CUST-01661,27,3,11189.36,3,3,3,9,Growing
CUST-01662,178,3,36871.92,1,3,4,8,Occasional
CUST-01663,295,1,14162.12,1,1,3,5,At Risk
CUST-01664,178,4,12004.32,1,4,3,8,Occasional
CUST-01665,1,4,16351.050000000001,4,4,3,11,Champions
CUST-01666,223,2,2182.87,1,2,1,4,At Risk
CUST-01667,178,2,9328.17,1,2,2,5,At Risk
CUST-01668,51,2,6268.66,3,2,2,7,Occasional
CUST-01669,1,6,23321.9,4,4,4,12,Champions
CUST-01670,1,3,38133.92,4,3,4,11,Champions
CUST-01671,115,2,3532.06,2,2,1,5,At Risk
CUST-01672,115,1,4333.4400000000005,2,1,1,4,At Risk
CUST-01673,1,1,13057.02,4,1,3,8,Occasional
CUST-01674,223,1,537.73,1,1,1,3,At Risk
CUST-01675,115,3,16915.82,2,3,3,8,Occasional
CUST-01676,202,2,6433.67,1,2,2,5,At Risk
CUST-01677,246,2,2557.4900000000002,1,2,1,4,At Risk
CUST-01678,51,4,14968.29,3,4,3,10,Growing
CUST-01679,51,3,25863.3,3,3,4,10,Growing
CUST-01680,1,4,31300.24,4,4,4,12,Champions
CUST-01681,1,5,38159.15,4,4,4,12,Champions
CUST-01682,51,2,29617.329999999998,3,2,4,9,Growing
CUST-01684,115,3,23148.27,2,3,4,9,Growing
CUST-01685,178,2,7488.51,1,2,2,5,At Risk
CUST-01686,27,2,7470.31,3,2,2,7,Occasional
CUST-01687,27,3,18464.760000000002,3,3,3,9,Growing
CUST-01688,269,1,1987.93,1,1,1,3,At Risk
CUST-01689,246,2,12859.32,1,2,3,6,Occasional
CUST-01690,51,2,5774.99,3,2,2,7,Occasional
CUST-01691,27,3,29277.14,3,3,4,10,Growing
CUST-01692,90,3,11823.47,2,3,3,8,Occasional
CUST-01695,51,3,6447.51,3,3,2,8,Occasional
CUST-01697,153,2,8083.110000000001,2,2,2,6,Occasional
CUST-01698,178,3,30470.71,1,3,4,8,Occasional
CUST-01699,51,3,21532.370000000003,3,3,4,10,Growing
CUST-01700,90,2,11650.61,2,2,3,7,Occasional
CUST-01701,269,1,1338.27,1,1,1,3,At Risk
CUST-01702,178,1,5246.5,1,1,2,4,At Risk
CUST-01703,51,2,4359.92,3,2,1,6,Occasional
CUST-01704,51,3,13342.9,3,3,3,9,Growing
CUST-01705,115,2,6437.6900000000005,2,2,2,6,Occasional
CUST-01706,202,2,3460.28,1,2,1,4,At Risk
CUST-01708,153,3,6799.37,2,3,2,7,Occasional
CUST-01710,178,2,23572.05,1,2,4,7,Occasional
CUST-01711,1,4,17104.199999999997,4,4,3,11,Champions
CUST-01712,153,4,32348.020000000004,2,4,4,10,Growing
CUST-01713,153,3,17036.739999999998,2,3,3,8,Occasional
CUST-01714,51,3,13440.09,3,3,3,9,Growing
CUST-01715,178,2,26017.12,1,2,4,7,Occasional
CUST-01716,90,1,8493.44,2,1,2,5,At Risk
CUST-01717,51,3,14689.08,3,3,3,9,Growing
CUST-01718,1,4,25933.73,4,4,4,12,Champions
CUST-01719,90,2,21088.78,2,2,4,8,Occasional
CUST-01720,1,5,23732.95,4,4,4,12,Champions
CUST-01721,269,1,10634.55,1,1,3,5,At Risk
CUST-01722,27,4,42578.560000000005,3,4,4,11,Champions
CUST-01723,1,2,7719.67,4,2,2,8,Occasional
CUST-01724,202,1,1564.2,1,1,1,3,At Risk
CUST-01725,269,1,3378.69,1,1,1,3,At Risk
CUST-01726,27,2,8325.71,3,2,2,7,Occasional
CUST-01727,51,3,11503.15,3,3,3,9,Growing
CUST-01728,178,3,7568.07,1,3,2,6,Occasional
CUST-01729,51,3,10457.77,3,3,3,9,Growing
CUST-01730,1,2,32833.97,4,2,4,10,Growing
CUST-01731,90,4,10810.960000000001,2,4,3,9,Growing
CUST-01732,90,2,9741.58,2,2,2,6,Occasional
CUST-01733,1,3,9082.29,4,3,2,9,Growing
CUST-01734,202,1,6812.5,1,1,2,4,At Risk
CUST-01735,90,2,11209.45,2,2,3,7,Occasional
CUST-01736,115,1,13119.69,2,1,3,6,Occasional
CUST-01737,1,1,7808.42,4,1,2,7,Occasional
CUST-01738,51,4,13845.44,3,4,3,10,Growing
CUST-01739,295,1,3545.7,1,1,1,3,At Risk
CUST-01740,269,1,4911.27,1,1,1,3,At Risk
CUST-01741,1,2,24091.129999999997,4,2,4,10,Growing
CUST-01742,178,3,18369.96,1,3,3,7,Occasional
CUST-01743,153,3,52302.09,2,3,4,9,Growing
CUST-01744,27,1,7143.07,3,1,2,6,Occasional
CUST-01745,51,4,24429.31,3,4,4,11,Champions
CUST-01746,1,3,20899.94,4,3,4,11,Champions
CUST-01747,295,1,13111.42,1,1,3,5,At Risk
CUST-01748,27,1,2498.01,3,1,1,5,At Risk
CUST-01750,1,3,22735.07,4,3,4,11,Champions
CUST-01751,153,1,4563.53,2,1,1,4,At Risk
CUST-01752,1,3,25997.54,4,3,4,11,Champions
CUST-01753,1,4,40037.9,4,4,4,12,Champions
CUST-01755,1,3,25780.47,4,3,4,11,Champions
CUST-01756,27,4,13864.31,3,4,3,10,Growing
CUST-01757,51,1,240.96,3,1,1,5,At Risk
CUST-01758,27,3,15131.89,3,3,3,9,Growing
CUST-01759,51,3,9726.23,3,3,2,8,Occasional
CUST-01760,27,3,7683.82,3,3,2,8,Occasional
CUST-01761,178,3,10619.42,1,3,3,7,Occasional
CUST-01762,246,1,4283.1,1,1,1,3,At Risk
CUST-01763,269,1,2795.41,1,1,1,3,At Risk
CUST-01764,51,1,2386.77,3,1,1,5,At Risk
