customer_id,age,gender,city,customer_segment,campaign_id,campaign_channel,campaign_date,campaign_cost,impressions,clicks,conversions,revenue_generated,previous_purchases,days_since_last_purchase
CUST-01181,30,Non-binary,Seattle,Growing,CMP-001,Email,2025-01-15,22.9,9063,515,58,7235.99,2,212
CUST-04864,44,Male,Chicago,Loyal,CMP-012,SMS,2025-11-05,15.37,9010,886,147,22021.1,9,119
CUST-04215,53,Male,Atlanta,At Risk,CMP-004,Display,2025-03-28,35.76,9023,113,3,169.95,2,145
CUST-04288,44,Male,Seattle,Loyal,CMP-010,Display,2025-09-16,37.03,8957,202,13,1929.72,3,95
CUST-04833,47,Male,Chicago,New,CMP-006,SMS,2025-05-12,10.07,9147,551,51,5070.79,0,108
CUST-01089,47,Female,Houston,New,CMP-005,Affiliate,2025-04-18,22.93,9034,290,24,2205.62,0,301
CUST-01248,18,Female,Denver,At Risk,CMP-003,Social Media,2025-03-05,38.86,8967,193,11,1195.27,0,164
CUST-01854,35,Female,Denver,New,CMP-010,Display,2025-09-16,29.95,8903,125,4,502.85,0,284
CUST-04628,18,Female,Seattle,Growing,CMP-007,Email,2025-06-06,23.3,8929,488,51,6013.44,0,102
CUST-03244,52,Male,New York,At Risk,CMP-006,SMS,2025-05-12,12.73,9012,500,39,4252.4,0,80
CUST-04577,25,Female,Chicago,At Risk,CMP-008,Paid Search,2025-07-14,31.8,8980,264,14,1424.82,4,128
CUST-00806,42,Male,Denver,Growing,CMP-010,Display,2025-09-16,27.7,9025,185,10,1251.12,4,56
CUST-04667,42,Male,Seattle,Loyal,CMP-008,Paid Search,2025-07-14,37.08,9072,500,52,3054.44,1,9
CUST-04388,29,Female,New York,Growing,CMP-006,SMS,2025-05-12,13.46,9004,740,84,6688.92,0,191
CUST-00686,37,Male,Los Angeles,Loyal,CMP-011,Affiliate,2025-10-10,25.99,8871,401,41,5769.69,6,100
CUST-00366,49,Male,New York,New,CMP-011,Affiliate,2025-10-10,26.33,8942,281,25,2780.77,0,91
CUST-04863,49,Male,Houston,New,CMP-012,SMS,2025-11-05,17.22,8984,589,63,4239.99,0,362
CUST-00380,35,Female,Denver,Growing,CMP-002,Paid Search,2025-02-10,30.69,8950,400,28,4313.05,0,122
CUST-01357,58,Male,Denver,New,CMP-011,Affiliate,2025-10-10,24.14,8993,246,22,2969.2,0,131
CUST-04433,21,Female,Chicago,Loyal,CMP-003,Social Media,2025-03-05,36.93,9109,348,33,5746.54,8,8
CUST-00373,45,Male,Denver,Growing,CMP-008,Paid Search,2025-07-14,38.1,9060,405,47,6427.41,0,181
CUST-04023,47,Male,Chicago,At Risk,CMP-008,Paid Search,2025-07-14,25.05,8940,234,20,1968.41,1,47
CUST-02543,22,Female,New York,Loyal,CMP-003,Social Media,2025-03-05,37.84,9006,376,34,5842.21,11,85
CUST-01918,42,Female,Los Angeles,Growing,CMP-001,Email,2025-01-15,17.38,8982,492,63,7813.09,3,159
CUST-00168,55,Female,Denver,Loyal,CMP-012,SMS,2025-11-05,13.39,9100,935,150,22704.78,6,64
CUST-02297,39,Male,Los Angeles,New,CMP-011,Affiliate,2025-10-10,24.04,8963,277,18,2198.78,0,246
CUST-00297,45,Female,Denver,Growing,CMP-003,Social Media,2025-03-05,32.64,8885,265,13,1924.71,5,205
CUST-01540,45,Female,Atlanta,New,CMP-008,Paid Search,2025-07-14,24.0,9087,348,21,1390.03,0,140
CUST-03670,25,Male,Seattle,At Risk,CMP-002,Paid Search,2025-02-10,26.92,9028,249,11,911.74,5,104
CUST-04489,55,Male,New York,Loyal,CMP-007,Email,2025-06-06,22.49,9057,588,88,15445.25,5,203
CUST-01096,35,Female,Denver,At Risk,CMP-004,Display,2025-03-28,23.57,9005,130,2,107.15,3,219
CUST-04843,42,Male,New York,At Risk,CMP-010,Display,2025-09-16,29.08,8992,121,9,868.02,4,97
CUST-04496,26,Male,Atlanta,At Risk,CMP-007,Email,2025-06-06,18.6,9027,311,28,2239.92,3,124
CUST-01036,27,Female,Chicago,New,CMP-006,SMS,2025-05-12,10.34,8945,585,77,11345.46,0,357
CUST-04005,38,Female,Denver,At Risk,CMP-009,Social Media,2025-08-08,30.43,8826,174,4,394.46,1,99
CUST-02663,38,Female,Seattle,Growing,CMP-006,SMS,2025-05-12,12.24,8923,690,77,9643.6,3,15
CUST-02371,43,Female,Houston,Growing,CMP-001,Email,2025-01-15,21.42,9160,525,68,9218.62,2,64
CUST-04596,49,Female,Denver,Growing,CMP-008,Paid Search,2025-07-14,30.4,9071,378,42,5287.13,2,57
CUST-04499,36,Female,Seattle,Growing,CMP-010,Display,2025-09-16,28.9,8968,158,6,459.32,2,11
CUST-03748,45,Male,Denver,New,CMP-006,SMS,2025-05-12,14.63,9065,635,57,5631.9,0,360
CUST-04905,58,Female,Chicago,New,CMP-003,Social Media,2025-03-05,34.39,8940,211,13,784.13,0,363
CUST-02381,32,Male,Seattle,New,CMP-001,Email,2025-01-15,15.84,8936,415,47,4352.95,0,251
CUST-02503,37,Male,Chicago,Growing,CMP-004,Display,2025-03-28,25.15,8872,174,10,1266.7,2,80
CUST-02892,31,Female,Chicago,At Risk,CMP-010,Display,2025-09-16,37.53,9001,117,2,118.01,4,117
CUST-00107,25,Male,Denver,Loyal,CMP-004,Display,2025-03-28,36.16,8965,195,9,1389.29,4,166
CUST-04175,43,Male,New York,Growing,CMP-012,SMS,2025-11-05,13.98,9078,745,99,16442.7,1,189
CUST-00900,39,Male,Seattle,Growing,CMP-004,Display,2025-03-28,30.21,9102,166,2,212.69,1,199
CUST-04209,40,Non-binary,Denver,Growing,CMP-006,SMS,2025-05-12,10.77,9098,675,82,7740.13,3,219
CUST-00823,31,Male,New York,New,CMP-010,Display,2025-09-16,27.26,9036,149,8,1014.71,0,208
CUST-00076,22,Female,New York,Loyal,CMP-008,Paid Search,2025-07-14,33.17,8974,500,64,10609.84,9,71
CUST-00022,29,Female,Houston,New,CMP-001,Email,2025-01-15,19.08,9051,418,38,3783.3,0,173
CUST-00608,35,Male,Los Angeles,Loyal,CMP-001,Email,2025-01-15,16.49,9067,585,96,17063.74,9,148
CUST-01554,59,Female,Seattle,Loyal,CMP-003,Social Media,2025-03-05,29.31,9022,351,47,7695.4,6,219
CUST-03446,77,Male,New York,Growing,CMP-011,Affiliate,2025-10-10,21.97,9015,329,33,3296.32,0,60
CUST-02788,40,Non-binary,New York,At Risk,CMP-001,Email,2025-01-15,17.35,8917,320,25,1520.73,4,91
CUST-03515,32,Female,Denver,New,CMP-001,Email,2025-01-15,19.29,8742,379,47,6748.37,0,352
CUST-02924,42,Female,Atlanta,At Risk,CMP-010,Display,2025-09-16,30.38,8972,102,4,374.17,3,180
CUST-01599,42,Male,Denver,Loyal,CMP-008,Paid Search,2025-07-14,25.06,9011,547,78,16908.65,7,90
CUST-02329,27,Female,Seattle,Loyal,CMP-012,SMS,2025-11-05,14.65,8977,898,145,21526.11,5,140
CUST-01161,40,Female,Seattle,Loyal,CMP-003,Social Media,2025-03-05,34.66,9031,324,32,6544.23,6,17
CUST-04882,46,Male,Seattle,Loyal,CMP-008,Paid Search,2025-07-14,36.7,8914,485,71,9082.41,8,15
CUST-03651,44,Male,Houston,At Risk,CMP-002,Paid Search,2025-02-10,29.56,9037,271,16,836.34,1,140
CUST-02876,38,Female,Atlanta,Growing,CMP-008,Paid Search,2025-07-14,30.64,9024,418,43,5868.54,1,40
CUST-04696,33,Male,Chicago,Loyal,CMP-002,Paid Search,2025-02-10,32.9,8996,504,56,10813.09,11,135
CUST-01386,44,Male,Seattle,Loyal,CMP-011,Affiliate,2025-10-10,24.11,9035,459,56,11056.54,7,145
CUST-04709,54,Male,Houston,Growing,CMP-005,Affiliate,2025-04-18,18.9,9172,355,32,4324.49,1,201
CUST-01961,38,Female,Chicago,At Risk,CMP-004,Display,2025-03-28,22.27,9027,126,6,422.34,4,203
CUST-00183,61,Female,Atlanta,Growing,CMP-012,SMS,2025-11-05,11.15,9107,733,97,12998.66,2,194
CUST-01272,52,Female,Seattle,Growing,CMP-001,Email,2025-01-15,21.53,9124,503,51,6811.15,2,10
CUST-01750,54,Female,Seattle,New,CMP-010,Display,2025-09-16,31.98,8892,151,10,987.17,0,292
CUST-01424,50,Female,Houston,New,CMP-007,Email,2025-06-06,20.59,8934,364,36,3224.39,0,364
CUST-00736,35,Female,New York,Loyal,CMP-009,Social Media,2025-08-08,43.06,8991,377,42,4830.33,7,193
CUST-01406,22,Female,Seattle,Growing,CMP-004,Display,2025-03-28,30.83,9078,167,10,1286.76,4,59
CUST-01817,37,Female,Atlanta,Growing,CMP-011,Affiliate,2025-10-10,23.0,9090,333,34,4409.77,1,185
CUST-00240,50,Female,Houston,New,CMP-006,SMS,2025-05-12,13.55,9030,569,54,3516.12,0,343
CUST-03446,38,Male,Denver,Growing,CMP-006,SMS,2025-05-12,9.77,9054,710,86,15467.58,1,77
CUST-02250,34,Female,Seattle,Loyal,CMP-006,SMS,2025-05-12,11.74,9097,898,156,16146.2,7,49
CUST-04997,50,Male,Denver,At Risk,CMP-004,Display,2025-03-28,34.97,9164,120,8,564.02,3,30
CUST-01020,62,Male,Los Angeles,New,CMP-004,Display,2025-03-28,27.73,8963,144,4,425.77,0,202
CUST-01407,55,Female,Houston,Growing,CMP-002,Paid Search,2025-02-10,33.19,8949,363,28,3748.61,1,78
CUST-04554,60,Female,Houston,Growing,CMP-006,SMS,2025-05-12,10.57,9075,689,84,8267.89,3,32
CUST-02066,31,Female,Atlanta,Growing,CMP-006,SMS,2025-05-12,15.61,8910,732,96,9108.3,3,21
CUST-03566,30,Female,Atlanta,Growing,CMP-005,Affiliate,2025-04-18,23.68,8947,328,32,3823.56,1,75
CUST-04608,30,Male,Denver,Growing,CMP-012,SMS,2025-11-05,14.75,8888,743,113,13748.96,0,219
CUST-04084,29,Male,Chicago,Growing,CMP-002,Paid Search,2025-02-10,28.75,8942,422,32,5266.64,2,105
CUST-02700,30,Female,Atlanta,Growing,CMP-011,Affiliate,2025-10-10,25.45,9088,360,34,3088.88,0,131
CUST-02324,46,Female,Seattle,Growing,CMP-011,Affiliate,2025-10-10,22.1,8934,293,29,3612.21,1,194
CUST-00990,47,Female,Seattle,Growing,CMP-001,Email,2025-01-15,22.07,9187,552,71,8367.1,2,13
CUST-00017,25,Male,Seattle,Loyal,CMP-009,Social Media,2025-08-08,27.66,9002,357,14,2405.87,9,93
CUST-04376,47,Female,Seattle,Loyal,CMP-003,Social Media,2025-03-05,26.46,8964,344,32,4707.83,5,127
CUST-00956,33,Female,Denver,Growing,CMP-001,Email,2025-01-15,20.48,8960,469,64,9829.45,5,205
CUST-04912,49,Male,Seattle,Loyal,CMP-011,Affiliate,2025-10-10,29.91,8981,457,50,9152.21,13,50
CUST-01519,33,Male,Denver,At Risk,CMP-002,Paid Search,2025-02-10,21.54,9001,265,7,772.87,3,129
CUST-04240,51,Female,Atlanta,New,CMP-004,Display,2025-03-28,27.55,9069,147,7,723.39,0,164
CUST-02032,27,Male,Chicago,Growing,CMP-002,Paid Search,2025-02-10,29.73,9002,375,39,4763.42,2,146
CUST-00646,49,Male,Houston,New,CMP-002,Paid Search,2025-02-10,28.85,9108,324,30,2723.06,0,260
CUST-01796,34,Female,Chicago,Loyal,CMP-001,Email,2025-01-15,23.62,8964,599,87,8812.74,9,202
CUST-01442,41,Female,Los Angeles,New,CMP-011,Affiliate,2025-10-10,18.91,9048,276,21,2297.7,0,362
CUST-04318,28,Female,Houston,Loyal,CMP-001,Email,2025-01-15,15.21,9309,653,103,17961.86,9,35
CUST-02778,39,Male,Houston,New,CMP-010,Display,2025-09-16,28.25,8952,136,7,796.32,0,157
CUST-01669,45,Female,Atlanta,Growing,CMP-002,Paid Search,2025-02-10,33.9,8989,401,42,4658.16,3,118
CUST-04806,27,Female,Denver,At Risk,CMP-011,Affiliate,2025-10-10,28.46,8837,213,14,847.71,4,183
CUST-00400,25,Male,Houston,Growing,CMP-011,Affiliate,2025-10-10,28.88,8991,334,46,4535.53,3,71
CUST-00533,50,Male,Houston,At Risk,CMP-008,Paid Search,2025-07-14,34.58,8935,262,22,1947.76,3,46
CUST-01639,29,Female,New York,At Risk,CMP-010,Display,2025-09-16,34.97,9054,113,1,106.32,4,210
CUST-02060,37,Female,Atlanta,At Risk,CMP-004,Display,2025-03-28,28.69,9015,127,8,417.11,4,42
CUST-00746,40,Male,Chicago,New,CMP-010,Display,2025-09-16,34.48,9025,153,11,1531.99,0,114
CUST-03475,30,Female,Seattle,Loyal,CMP-003,Social Media,2025-03-05,42.04,8920,339,32,2487.92,8,180
CUST-04544,63,Male,Chicago,New,CMP-008,Paid Search,2025-07-14,32.55,8835,346,33,4772.19,0,228
CUST-01263,32,Male,Atlanta,Growing,CMP-012,SMS,2025-11-05,15.83,9049,711,87,8004.61,4,169
CUST-03001,37,Male,Seattle,At Risk,CMP-009,Social Media,2025-08-08,32.17,8996,189,10,1134.97,3,100
CUST-04957,21,Male,Seattle,Loyal,CMP-004,Display,2025-03-28,36.49,9023,206,16,2251.21,10,36
CUST-00208,52,Male,Los Angeles,Growing,CMP-009,Social Media,2025-08-08,41.24,9012,290,19,3118.86,1,66
CUST-03799,18,Male,Atlanta,Growing,CMP-011,Affiliate,2025-10-10,29.03,8960,339,32,1745.93,2,182
CUST-00144,30,Female,Houston,Loyal,CMP-011,Affiliate,2025-10-10,24.79,8956,420,53,9529.75,10,113
CUST-03054,23,Male,Chicago,Loyal,CMP-009,Social Media,2025-08-08,37.79,8911,352,41,8053.08,9,135
CUST-04309,31,Male,Los Angeles,Growing,CMP-009,Social Media,2025-08-08,32.73,8926,250,13,1712.48,2,149
CUST-01177,30,Male,Atlanta,At Risk,CMP-010,Display,2025-09-16,26.54,9047,107,3,288.29,2,79
CUST-04417,29,Male,Seattle,New,CMP-009,Social Media,2025-08-08,40.85,8947,226,19,2389.8,0,152
CUST-01374,51,Female,Denver,New,CMP-002,Paid Search,2025-02-10,30.85,9127,324,26,2737.97,0,178
CUST-02795,44,Female,Los Angeles,Loyal,CMP-010,Display,2025-09-16,27.65,9069,246,15,2115.26,5,185
CUST-03357,18,Male,Chicago,At Risk,CMP-003,Social Media,2025-03-05,32.97,8951,164,11,637.84,2,206
CUST-01751,55,Male,Chicago,New,CMP-007,Email,2025-06-06,20.48,9011,410,37,4563.53,0,175
CUST-04674,47,Female,Los Angeles,New,CMP-005,Affiliate,2025-04-18,24.15,9072,298,21,2673.29,0,167
CUST-04743,24,Male,Atlanta,New,CMP-003,Social Media,2025-03-05,30.77,8919,211,7,823.7,0,219
CUST-03709,36,Non-binary,Los Angeles,At Risk,CMP-004,Display,2025-03-28,36.16,9045,93,6,600.32,2,172
CUST-01409,61,Female,Denver,New,CMP-002,Paid Search,2025-02-10,21.65,8959,291,34,3643.3,0,354
CUST-00702,50,Male,Atlanta,Growing,CMP-006,SMS,2025-05-12,9.78,9093,717,92,10141.73,1,5
CUST-02738,66,Non-binary,Houston,At Risk,CMP-006,SMS,2025-05-12,9.79,8843,473,42,4521.52,3,72
CUST-00582,57,Female,Seattle,New,CMP-005,Affiliate,2025-04-18,27.02,8855,271,15,1342.28,0,312
CUST-00368,18,Male,Los Angeles,Growing,CMP-002,Paid Search,2025-02-10,22.85,8969,356,30,3811.09,1,160
CUST-01974,54,Female,New York,Growing,CMP-008,Paid Search,2025-07-14,33.06,8909,377,46,6428.24,2,182
CUST-04486,38,Female,Atlanta,Loyal,CMP-003,Social Media,2025-03-05,32.36,8925,382,34,7183.59,4,22
CUST-00035,34,Male,Houston,Growing,CMP-011,Affiliate,2025-10-10,18.75,9096,342,39,1473.81,2,123
CUST-04894,21,Male,Los Angeles,Growing,CMP-001,Email,2025-01-15,17.82,8917,460,59,8810.06,3,169
CUST-00784,34,Female,Houston,New,CMP-001,Email,2025-01-15,15.35,8923,412,31,2805.63,0,159
CUST-02929,68,Female,Denver,Loyal,CMP-004,Display,2025-03-28,29.56,9127,213,11,1958.87,10,5
CUST-00608,60,Male,Atlanta,Loyal,CMP-005,Affiliate,2025-04-18,25.96,9122,442,51,4477.09,7,91
CUST-04332,26,Female,Chicago,New,CMP-012,SMS,2025-11-05,17.9,9095,589,77,6411.5,0,188
CUST-04302,22,Male,Los Angeles,Growing,CMP-007,Email,2025-06-06,25.78,8843,483,59,9331.63,0,18
CUST-02114,53,Female,Chicago,At Risk,CMP-005,Affiliate,2025-04-18,18.11,8934,216,11,1193.22,1,32
CUST-00811,26,Female,Atlanta,New,CMP-011,Affiliate,2025-10-10,22.33,9097,250,18,1740.06,0,346
CUST-03326,34,Female,Chicago,New,CMP-003,Social Media,2025-03-05,25.42,8977,212,8,1138.46,0,259
CUST-02474,33,Female,Seattle,Growing,CMP-011,Affiliate,2025-10-10,19.72,8952,333,43,5313.34,2,198
CUST-01486,52,Male,Los Angeles,New,CMP-005,Affiliate,2025-04-18,19.99,8928,273,15,1637.78,0,348
CUST-04504,41,Male,Los Angeles,New,CMP-004,Display,2025-03-28,29.95,8959,139,7,569.1,0,276
CUST-02092,18,Female,Houston,Growing,CMP-004,Display,2025-03-28,22.65,8948,202,15,1652.34,3,197
CUST-02872,34,Female,Atlanta,New,CMP-001,Email,2025-01-15,17.07,9063,424,28,3115.12,0,258
CUST-00879,46,Male,Houston,Growing,CMP-009,Social Media,2025-08-08,42.19,9027,285,35,1938.14,2,130
CUST-00659,32,Female,Chicago,Loyal,CMP-007,Email,2025-06-06,21.23,8939,621,100,16276.6,6,79
CUST-02932,39,Female,Denver,Growing,CMP-008,Paid Search,2025-07-14,27.09,8821,400,44,6011.9,0,29
CUST-04866,48,Male,Houston,New,CMP-008,Paid Search,2025-07-14,31.44,9025,297,25,2535.28,0,126
CUST-00669,18,Female,Seattle,Loyal,CMP-001,Email,2025-01-15,22.86,8916,598,97,20705.55,7,124
CUST-00234,26,Female,New York,New,CMP-011,Affiliate,2025-10-10,25.66,8972,272,26,2332.78,0,339
CUST-04893,69,Female,Chicago,Loyal,CMP-007,Email,2025-06-06,20.15,9015,644,101,15157.02,8,103
CUST-03266,34,Male,Atlanta,Growing,CMP-009,Social Media,2025-08-08,38.58,8920,260,25,2797.16,4,30
CUST-00101,39,Female,Chicago,Loyal,CMP-001,Email,2025-01-15,22.24,8905,565,94,13877.55,10,187
CUST-04981,37,Female,Chicago,New,CMP-010,Display,2025-09-16,31.75,8942,131,4,389.71,0,132
CUST-00533,29,Male,Chicago,New,CMP-009,Social Media,2025-08-08,39.85,8830,222,15,1317.65,0,261
CUST-02850,27,Female,Atlanta,Growing,CMP-005,Affiliate,2025-04-18,21.36,9197,344,31,4858.74,1,88
CUST-01393,48,Female,Houston,New,CMP-012,SMS,2025-11-05,12.01,9165,580,69,9308.46,0,125
CUST-01770,49,Female,Seattle,New,CMP-008,Paid Search,2025-07-14,32.7,9074,283,30,3866.8,0,252
CUST-00671,33,Female,Denver,Loyal,CMP-011,Affiliate,2025-10-10,25.54,8959,425,53,9857.1,3,146
CUST-03146,34,Female,Atlanta,Loyal,CMP-010,Display,2025-09-16,29.3,8977,216,14,1710.78,5,73
CUST-04920,35,Female,Houston,New,CMP-003,Social Media,2025-03-05,32.55,9126,228,11,1093.7,0,167
CUST-04474,18,Male,Chicago,At Risk,CMP-012,SMS,2025-11-05,15.35,9152,523,45,5708.48,3,119
CUST-02200,42,Female,Denver,Loyal,CMP-009,Social Media,2025-08-08,27.96,8995,330,27,4074.21,9,139
CUST-02162,25,Male,Seattle,At Risk,CMP-003,Social Media,2025-03-05,29.12,8993,210,14,1298.09,1,71
CUST-03370,56,Female,Atlanta,Loyal,CMP-010,Display,2025-09-16,30.19,8922,244,13,1331.89,7,183
CUST-03902,43,Female,New York,Loyal,CMP-006,SMS,2025-05-12,9.79,9015,953,163,29249.85,6,122
CUST-04957,33,Female,Seattle,Growing,CMP-011,Affiliate,2025-10-10,28.08,8944,313,29,3011.09,2,13
CUST-01205,42,Female,New York,Loyal,CMP-003,Social Media,2025-03-05,40.56,9013,347,41,6109.6,5,39
CUST-04601,55,Male,Houston,At Risk,CMP-004,Display,2025-03-28,30.44,8969,108,4,140.0,2,59
CUST-00417,18,Female,Atlanta,New,CMP-005,Affiliate,2025-04-18,23.6,8800,254,24,2401.28,0,278
CUST-00280,45,Female,Seattle,New,CMP-006,SMS,2025-05-12,13.37,9085,584,71,8728.46,0,222
CUST-03472,19,Male,Seattle,New,CMP-008,Paid Search,2025-07-14,34.64,9045,318,27,3345.96,0,283
CUST-02404,43,Male,Los Angeles,At Risk,CMP-003,Social Media,2025-03-05,36.06,8949,192,10,769.08,1,22
CUST-04460,58,Male,Denver,Growing,CMP-009,Social Media,2025-08-08,32.38,8853,278,22,3219.69,2,52
CUST-00087,35,Female,New York,Loyal,CMP-001,Email,2025-01-15,17.53,9001,622,105,20522.11,7,20
CUST-00344,48,Female,Houston,Loyal,CMP-004,Display,2025-03-28,26.9,8959,222,16,2080.47,6,72
CUST-01394,44,Female,Houston,At Risk,CMP-008,Paid Search,2025-07-14,34.1,9022,253,13,1356.85,2,192
CUST-00044,42,Female,Denver,New,CMP-004,Display,2025-03-28,27.69,9045,146,4,373.37,0,279
CUST-03144,36,Female,New York,Loyal,CMP-006,SMS,2025-05-12,11.11,9104,960,140,15264.25,6,195
CUST-01086,27,Female,Seattle,At Risk,CMP-008,Paid Search,2025-07-14,31.65,8939,287,15,1061.91,4,128
CUST-00638,42,Female,Chicago,New,CMP-003,Social Media,2025-03-05,27.8,8987,211,13,1386.11,0,140
CUST-02988,45,Female,Denver,Loyal,CMP-012,SMS,2025-11-05,14.24,9008,908,149,15220.84,3,93
CUST-03894,49,Male,Houston,Growing,CMP-011,Affiliate,2025-10-10,25.39,9017,321,33,2085.63,1,200
CUST-02787,36,Female,Houston,Loyal,CMP-012,SMS,2025-11-05,15.64,9009,946,181,31472.01,8,133
CUST-03835,38,Male,Los Angeles,Growing,CMP-006,SMS,2025-05-12,11.52,9001,680,77,10322.27,1,67
CUST-00666,45,Female,New York,New,CMP-005,Affiliate,2025-04-18,26.25,9007,262,18,1705.61,0,111
CUST-01157,52,Male,Denver,New,CMP-012,SMS,2025-11-05,18.34,8950,569,53,5485.45,0,97
CUST-03961,34,Female,Los Angeles,New,CMP-009,Social Media,2025-08-08,45.39,8918,233,13,1522.05,0,278
CUST-01307,31,Male,Houston,New,CMP-010,Display,2025-09-16,24.44,9065,130,3,180.23,0,307
CUST-04689,58,Female,Denver,Loyal,CMP-003,Social Media,2025-03-05,33.39,9037,361,28,1606.43,4,18
CUST-04147,27,Male,Chicago,Growing,CMP-011,Affiliate,2025-10-10,21.84,8976,358,36,5309.11,0,157
CUST-01942,28,Female,Atlanta,New,CMP-007,Email,2025-06-06,27.38,8982,406,42,4628.49,0,351
CUST-03236,56,Male,Los Angeles,Loyal,CMP-010,Display,2025-09-16,35.5,9262,228,11,1966.84,4,34
CUST-03101,26,Female,Atlanta,Loyal,CMP-010,Display,2025-09-16,25.64,8894,222,19,2418.85,8,182
CUST-02449,46,Female,New York,Growing,CMP-002,Paid Search,2025-02-10,33.95,9001,399,33,4260.47,3,129
CUST-02303,41,Male,Chicago,At Risk,CMP-002,Paid Search,2025-02-10,27.27,8918,263,22,2333.14,0,142
CUST-01154,27,Male,Denver,Growing,CMP-001,Email,2025-01-15,19.42,9080,511,47,6086.47,3,110
CUST-00999,33,Non-binary,Denver,Loyal,CMP-008,Paid Search,2025-07-14,36.86,8914,531,71,9875.01,8,6
CUST-00194,64,Female,New York,New,CMP-011,Affiliate,2025-10-10,21.62,8952,279,25,2660.96,0,332
CUST-01447,58,Female,Seattle,Loyal,CMP-001,Email,2025-01-15,23.43,9128,687,107,22406.94,7,104
CUST-04361,57,Female,Chicago,At Risk,CMP-002,Paid Search,2025-02-10,28.89,9012,255,15,1317.89,1,64
CUST-01839,72,Female,Denver,Loyal,CMP-006,SMS,2025-05-12,10.59,8923,918,154,17856.73,8,167
CUST-04935,62,Female,Denver,Growing,CMP-005,Affiliate,2025-04-18,20.75,9020,327,26,4522.49,1,70
CUST-04926,62,Male,Houston,Growing,CMP-002,Paid Search,2025-02-10,21.08,9037,374,36,4120.34,0,184
CUST-00570,46,Male,New York,Growing,CMP-008,Paid Search,2025-07-14,24.27,8910,353,34,3501.29,2,138
CUST-04277,38,Female,Seattle,Loyal,CMP-011,Affiliate,2025-10-10,21.44,9043,442,48,6486.86,4,145
CUST-04679,33,Male,Denver,Loyal,CMP-003,Social Media,2025-03-05,39.23,8960,339,31,5503.16,10,80
CUST-00683,24,Female,Denver,At Risk,CMP-001,Email,2025-01-15,17.93,8856,333,17,1230.21,0,204
CUST-02178,44,Male,Los Angeles,Growing,CMP-003,Social Media,2025-03-05,33.03,8930,248,9,676.39,1,135
CUST-03424,48,Female,Atlanta,New,CMP-003,Social Media,2025-03-05,29.84,9131,219,15,1677.89,0,115
CUST-03672,40,Male,Atlanta,Growing,CMP-006,SMS,2025-05-12,13.57,8977,691,99,12834.07,1,117
CUST-03095,43,Male,New York,New,CMP-002,Paid Search,2025-02-10,22.96,9039,334,29,2997.21,0,308
CUST-03511,44,Male,Los Angeles,New,CMP-005,Affiliate,2025-04-18,27.42,9084,286,22,1677.93,0,242
CUST-01874,30,Male,Los Angeles,New,CMP-002,Paid Search,2025-02-10,24.66,9057,319,23,2095.92,0,356
CUST-02569,40,Male,Denver,Loyal,CMP-009,Social Media,2025-08-08,30.84,8934,366,33,5788.57,4,105
CUST-01450,32,Male,Denver,New,CMP-006,SMS,2025-05-12,14.44,9052,570,57,5900.13,0,291
CUST-00281,41,Male,Denver,New,CMP-001,Email,2025-01-15,16.13,8951,412,35,3804.08,0,227
CUST-04511,45,Female,Seattle,New,CMP-001,Email,2025-01-15,17.29,8895,381,34,4685.87,0,340
CUST-02274,47,Female,Seattle,At Risk,CMP-006,SMS,2025-05-12,15.69,8989,478,40,3595.77,0,106
CUST-02750,39,Non-binary,Chicago,Loyal,CMP-008,Paid Search,2025-07-14,25.57,8846,476,60,10641.49,5,114
CUST-00258,50,Female,New York,New,CMP-003,Social Media,2025-03-05,29.57,9142,217,23,1809.19,0,177
CUST-04548,34,Female,Chicago,New,CMP-004,Display,2025-03-28,24.39,9042,138,9,663.13,0,297
CUST-02673,33,Female,New York,Growing,CMP-008,Paid Search,2025-07-14,33.44,8879,401,38,5446.06,0,32
CUST-01775,26,Female,Chicago,New,CMP-006,SMS,2025-05-12,10.97,9106,589,82,7358.0,0,244
CUST-02724,46,Female,Denver,Growing,CMP-002,Paid Search,2025-02-10,24.87,9158,421,30,2158.54,4,163
CUST-03963,38,Female,Atlanta,Growing,CMP-005,Affiliate,2025-04-18,17.11,9153,325,21,2894.79,3,29
CUST-02290,40,Male,Seattle,At Risk,CMP-003,Social Media,2025-03-05,29.54,8897,198,13,1372.4,4,164
CUST-03001,28,Female,Chicago,New,CMP-012,SMS,2025-11-05,14.08,9031,572,58,4389.32,0,182
CUST-01993,50,Male,Atlanta,Loyal,CMP-010,Display,2025-09-16,35.15,8899,214,12,1125.31,9,39
CUST-02842,36,Female,Seattle,New,CMP-004,Display,2025-03-28,23.08,9084,138,2,271.36,0,312
CUST-01340,28,Male,Houston,At Risk,CMP-003,Social Media,2025-03-05,33.07,9027,194,12,1332.3,5,163
CUST-04025,34,Male,Chicago,At Risk,CMP-002,Paid Search,2025-02-10,29.57,9199,278,16,1685.96,0,5
CUST-03054,38,Female,Houston,Loyal,CMP-009,Social Media,2025-08-08,40.89,9139,359,30,3832.12,9,15
CUST-00974,54,Female,Denver,Growing,CMP-012,SMS,2025-11-05,16.61,9036,694,95,10935.59,0,16
CUST-03208,48,Male,Houston,New,CMP-004,Display,2025-03-28,23.08,9080,140,4,444.19,0,323
